distance_delta,packet_rate_delta,energy_delta,is_hijack,is_flooder_attack,is_faker_attack,attack_success
46,44,20,True,True,True,True
154,192,16,True,True,True,True
39,145,13,False,True,True,True
152,181,14,True,True,True,True
180,199,10,True,True,True,True
110,148,17,True,True,True,True
96,200,3,True,True,True,True
134,71,16,True,True,True,True
166,128,10,True,True,True,True
49,174,5,True,True,False,True
149,0,5,True,False,True,True
2,117,5,False,True,True,True
133,148,8,True,True,True,True
123,185,6,True,True,False,True
23,55,12,False,True,True,False
186,54,20,True,True,True,True
53,55,14,True,True,True,True
171,172,1,True,True,False,True
147,176,14,True,True,True,True
73,94,6,True,True,True,True
167,25,15,True,False,True,False
47,86,14,True,True,True,True
137,125,13,True,True,True,True
78,162,4,True,True,True,True
90,101,19,True,True,True,True
30,126,20,False,True,True,True
9,175,9,False,True,True,True
178,150,6,True,True,True,True
127,122,6,True,True,False,False
7,110,6,False,True,True,True
96,88,5,True,True,False,True
196,58,14,True,True,True,True
146,158,1,True,True,False,True
11,7,5,False,False,False,False
162,131,8,True,True,True,True
179,6,14,True,False,True,False
123,45,2,True,True,False,True
186,152,5,True,True,True,True
47,166,19,False,True,True,True
142,49,19,True,False,True,True
31,88,6,True,True,True,True
148,140,3,True,True,True,True
182,85,3,True,True,False,False
157,185,13,True,True,True,True
200,66,12,True,True,True,True
78,60,12,True,True,True,True
168,60,3,True,True,False,True
163,119,18,True,True,True,True
50,139,1,True,True,False,True
125,146,6,True,True,False,True
131,18,14,True,False,True,True
23,183,5,False,True,True,True
109,154,3,True,True,False,True
183,49,5,True,False,False,True
78,123,17,True,True,True,True
150,144,17,True,True,True,True
21,37,15,False,True,True,False
39,117,16,True,True,True,True
101,49,13,True,True,True,True
89,84,16,True,True,True,True
48,24,20,False,False,True,True
199,34,16,True,False,True,True
110,114,2,True,True,False,False
98,46,2,True,False,False,True
156,9,18,True,False,True,True
87,1,3,True,False,False,True
114,111,15,True,True,True,True
71,166,8,True,True,True,True
174,195,19,True,True,True,True
1,165,2,False,True,False,True
46,171,6,False,True,False,True
44,46,8,False,False,True,True
142,70,18,True,True,True,True
171,94,10,True,True,True,True
178,132,5,True,True,False,True
76,124,20,True,True,True,True
178,101,8,True,True,True,True
121,150,0,True,True,False,True
176,46,6,True,False,False,True
141,91,5,True,True,False,True
109,145,16,True,True,True,True
32,54,16,False,True,True,True
5,177,7,False,True,True,False
162,189,11,True,True,True,True
121,43,2,True,True,False,True
33,84,16,False,True,True,True
158,146,15,True,True,True,True
167,173,9,True,True,True,True
16,173,17,False,True,True,False
91,77,2,True,True,True,True
30,187,8,False,True,True,True
118,164,8,True,True,True,True
196,105,9,True,True,True,True
100,189,5,True,True,False,True
4,50,7,False,True,True,True
150,53,5,True,True,False,True
78,49,20,True,True,True,True
96,64,9,True,True,True,True
26,42,17,False,False,True,True
95,0,4,True,False,False,False
13,131,10,False,True,True,True
132,126,15,True,True,True,True
45,83,11,False,True,True,True
152,52,19,True,True,True,True
97,157,18,True,True,True,True
107,19,2,True,False,True,True
70,99,12,True,True,True,True
13,116,2,False,True,False,True
54,186,5,False,True,True,True
0,57,19,False,True,True,False
122,141,17,True,True,True,True
161,185,10,True,True,True,True
186,54,5,True,True,True,True
5,197,18,False,True,True,True
85,87,3,True,True,False,True
156,126,19,True,True,True,True
83,103,8,True,True,True,True
97,9,19,True,False,True,True
79,110,3,True,True,False,True
76,15,1,True,True,False,True
81,62,14,True,True,True,True
3,76,14,False,True,True,True
193,195,7,True,True,True,True
156,166,0,True,True,False,True
139,99,13,True,True,True,True
88,43,6,True,False,True,True
162,19,7,True,False,False,True
192,143,10,True,True,True,True
1,90,5,False,True,False,True
68,19,2,True,False,False,False
174,112,8,True,True,True,True
182,26,4,True,False,True,True
192,28,7,True,False,False,True
123,99,8,True,True,True,True
24,83,1,False,True,False,True
49,188,7,True,True,True,True
80,190,5,True,True,True,True
133,113,12,True,True,True,True
185,173,7,True,True,True,True
163,33,9,True,True,True,True
144,66,12,True,True,True,True
125,177,9,True,True,True,True
191,44,13,True,False,True,True
138,19,7,True,False,True,True
145,7,9,True,False,True,True
174,50,14,True,False,True,False
93,118,10,True,True,True,True
107,73,5,True,True,False,False
138,154,12,True,True,True,True
125,75,18,True,True,True,True
96,34,18,True,True,True,True
146,53,17,True,True,True,True
162,32,10,True,False,True,True
81,75,5,True,True,False,True
159,93,19,True,True,True,True
171,155,19,True,True,True,True
7,32,6,False,False,True,True
6,12,12,False,False,True,True
53,61,13,False,True,True,True
145,13,3,True,True,False,True
1,175,11,False,True,True,True
21,62,17,False,True,True,True
72,52,18,True,True,True,True
170,114,7,True,True,True,True
46,31,20,True,False,True,True
55,134,14,True,True,True,True
110,31,8,True,True,True,True
52,79,18,False,True,True,True
87,131,9,True,True,True,True
104,175,13,True,True,True,True
195,146,3,True,True,False,True
148,142,11,True,True,True,True
12,115,6,False,True,False,True
34,135,7,False,True,True,True
74,68,0,True,True,False,True
98,17,10,True,True,True,True
46,137,14,True,True,True,True
8,75,2,False,True,False,True
89,160,19,True,True,True,True
80,200,5,True,True,False,True
44,194,8,True,True,True,True
50,23,7,True,False,True,True
62,113,14,True,True,True,True
22,75,17,False,True,True,True
117,92,19,True,True,True,True
140,160,1,True,True,False,False
149,29,17,True,False,True,True
122,45,12,True,False,True,False
11,192,12,True,True,True,True
19,39,2,True,False,False,True
142,62,11,True,True,True,True
5,74,3,False,True,False,True
132,191,10,True,True,True,True
130,109,12,True,True,True,True
182,148,20,True,True,True,True
32,9,6,False,False,True,True
198,63,14,True,True,True,True
177,59,11,True,True,True,True
30,109,1,False,True,False,True
5,56,15,False,True,True,True
73,31,7,True,True,True,True
42,132,20,True,True,True,True
148,64,7,True,True,True,True
6,181,8,False,True,True,True
151,42,19,True,True,True,True
112,103,15,True,True,True,True
192,87,9,True,True,True,True
7,200,19,False,True,True,True
85,142,3,True,True,False,True
156,62,9,True,True,True,True
18,93,3,False,True,False,True
195,126,7,True,True,True,True
10,124,18,False,True,True,False
162,113,13,True,True,True,True
181,58,8,True,True,True,True
54,66,11,True,True,True,True
102,131,11,True,True,True,True
21,142,12,True,True,True,True
30,178,12,False,True,True,True
138,146,0,True,True,False,True
116,54,3,True,True,False,True
104,12,13,True,False,True,True
12,22,5,True,False,True,True
83,192,5,True,True,True,True
182,17,18,True,True,True,True
17,170,18,False,True,True,True
26,199,15,True,True,True,True
41,144,18,False,True,True,True
158,137,4,True,True,False,True
9,16,9,False,True,True,False
100,124,3,True,True,False,True
43,173,0,False,True,False,True
26,82,12,True,True,True,True
113,110,1,True,True,False,True
188,74,16,True,True,True,True
148,31,20,True,False,True,True
87,62,1,True,True,False,True
120,0,0,True,False,False,True
84,18,3,True,False,False,True
142,40,1,True,True,False,True
190,51,14,True,True,True,True
149,120,8,True,True,True,True
43,159,1,False,True,False,True
165,1,17,True,False,True,True
3,200,1,False,True,False,True
167,44,4,True,False,False,True
142,84,20,True,True,True,True
117,183,1,True,True,False,False
73,26,17,True,True,True,True
200,118,17,True,True,True,True
85,142,7,True,True,False,True
162,141,13,True,True,True,True
1,133,16,False,True,True,False
184,82,18,True,True,True,True
195,30,9,True,False,True,False
113,49,2,True,True,False,False
88,179,8,True,True,True,True
91,20,12,True,False,True,False
172,42,7,True,False,True,True
1,1,6,True,False,False,True
197,168,17,True,True,True,True
114,196,19,True,True,True,True
64,124,2,True,True,True,True
1,136,6,False,True,True,True
13,93,17,False,True,True,True
126,38,1,True,False,False,True
195,52,5,True,False,False,True
81,32,10,True,True,True,True
44,61,18,False,True,True,True
66,18,19,True,False,True,True
129,28,9,True,False,True,True
38,78,12,False,True,True,True
146,158,10,True,True,True,True
61,132,6,True,True,False,True
62,184,19,True,True,True,True
30,41,6,False,False,True,True
114,188,15,True,True,True,True
80,94,2,True,True,False,True
141,74,12,True,True,True,True
144,119,3,True,True,True,True
57,128,12,True,True,True,True
193,67,14,True,True,True,True
28,75,2,True,True,False,False
0,148,19,False,True,True,True
91,56,14,True,True,True,True
0,46,6,False,False,True,True
182,48,1,True,False,False,True
84,75,18,True,True,True,True
13,87,20,False,True,True,False
110,175,5,True,True,False,True
83,174,15,True,True,True,True
71,139,17,True,True,True,True
68,40,15,True,True,True,True
91,55,13,True,True,True,True
83,110,13,True,True,True,True
4,45,15,False,True,True,False
127,124,18,True,True,True,True
165,194,14,True,True,True,True
74,89,0,True,True,False,False
195,197,1,True,True,False,False
29,193,0,False,True,False,True
167,72,3,True,True,False,True
137,147,5,True,True,False,True
155,173,9,True,True,True,True
86,166,15,True,True,True,True
180,14,13,True,False,True,False
141,9,10,True,False,True,True
161,102,17,True,True,True,True
32,149,0,False,True,False,False
74,37,1,True,False,False,True
88,0,7,True,False,True,True
25,76,4,False,True,False,True
158,94,1,True,True,False,False
86,110,9,True,True,True,True
148,67,10,True,True,True,True
58,29,13,False,False,True,True
142,30,14,True,True,True,True
128,41,0,True,True,False,True
14,130,2,False,True,True,True
190,161,14,True,True,True,True
50,87,16,False,True,True,True
179,135,3,True,True,False,True
31,166,16,False,True,True,True
117,124,5,True,True,True,True
117,93,5,True,True,True,True
173,17,8,True,False,True,True
87,106,18,True,True,True,True
145,111,5,True,True,False,True
49,7,20,False,False,True,False
185,82,13,True,True,True,True
188,128,1,True,True,True,True
84,165,12,True,True,True,True
122,62,16,True,True,True,True
197,106,16,True,True,True,True
194,129,4,True,True,False,False
13,82,5,False,True,False,True
155,29,3,True,False,True,True
81,93,7,True,True,True,True
84,36,6,True,True,False,True
88,63,12,True,True,True,True
89,154,6,True,True,True,True
119,55,20,True,True,True,True
8,94,14,False,True,True,True
43,40,9,False,True,True,True
115,2,4,True,False,False,True
146,145,1,True,True,False,True
127,30,12,True,False,True,False
99,48,17,True,True,True,True
21,75,13,False,True,True,True
87,193,16,True,True,True,True
42,39,7,False,True,True,True
37,195,7,False,True,True,True
107,111,15,True,True,True,True
8,1,6,False,False,False,False
119,157,1,True,True,False,True
58,133,11,False,True,True,True
139,55,8,True,True,True,True
177,68,8,True,True,True,True
163,13,1,True,False,False,True
7,66,3,False,True,False,True
30,109,19,False,True,True,True
139,78,11,True,True,True,True
137,124,18,True,True,True,True
105,102,20,True,True,True,True
22,183,18,False,True,True,False
9,109,10,False,True,True,True
35,166,12,True,True,True,True
191,2,11,True,False,True,True
82,88,2,True,True,False,True
67,68,4,True,True,False,True
132,191,16,True,True,True,True
161,111,16,True,True,True,True
95,142,14,True,True,True,True
198,137,9,True,True,True,True
14,123,15,False,True,True,False
198,190,13,True,True,True,True
180,47,0,True,False,False,True
100,72,13,True,True,True,True
74,14,3,True,False,True,True
117,127,13,True,True,True,True
169,83,7,True,True,True,True
82,192,0,True,True,False,False
39,101,4,False,True,False,False
172,17,10,True,False,True,True
126,128,9,True,True,True,True
121,77,0,True,True,False,True
72,166,2,True,True,True,True
109,9,17,True,True,True,True
28,134,13,True,True,True,True
105,53,4,True,True,False,False
144,163,14,True,True,True,True
177,4,10,True,True,True,True
125,70,15,True,True,True,True
181,64,12,True,True,True,True
116,38,17,True,True,True,True
114,41,20,True,False,True,True
34,3,4,False,True,False,True
34,196,12,False,True,True,False
1,49,6,False,False,False,False
146,137,0,True,True,False,False
55,30,12,False,False,True,True
197,68,19,True,True,True,True
127,66,14,True,True,True,True
136,104,17,True,True,True,True
166,200,10,True,True,True,True
151,187,7,True,True,True,True
25,80,6,True,True,True,True
84,137,1,True,True,False,True
49,179,0,True,True,False,True
52,31,5,False,False,True,False
194,111,7,True,True,True,True
112,105,12,True,True,True,True
78,1,16,True,False,True,True
31,149,0,False,True,False,True
172,29,4,True,False,False,True
116,32,18,True,False,True,True
79,128,0,True,True,False,True
73,166,6,True,True,False,True
176,106,6,True,True,True,True
110,35,10,True,True,True,True
159,99,9,True,True,True,True
35,52,6,True,True,True,True
116,185,15,True,True,True,True
50,124,0,False,True,False,True
142,184,7,True,True,True,True
23,111,6,False,True,False,True
179,154,6,True,True,True,True
176,162,3,True,True,False,True
125,107,20,True,True,True,True
40,123,8,False,True,True,True
108,96,10,True,True,True,True
156,148,14,True,True,True,True
37,140,9,False,True,True,True
0,106,6,False,True,False,True
108,121,13,True,True,True,True
71,132,14,True,True,True,True
124,126,7,True,True,False,True
2,176,6,False,True,False,True
122,73,6,True,True,True,True
42,12,11,True,False,True,True
120,94,16,True,True,True,True
179,85,13,True,True,True,True
89,148,5,True,True,False,True
145,77,15,True,True,True,True
41,86,5,True,True,False,True
14,40,9,False,True,True,True
171,199,9,True,True,True,True
78,44,17,True,False,True,True
65,8,15,True,False,True,False
154,71,18,True,True,True,True
54,127,5,False,True,True,True
79,33,14,True,True,True,True
184,179,6,True,True,False,True
119,57,13,True,True,True,True
136,61,12,True,True,True,True
34,61,19,False,True,True,True
150,192,13,True,True,True,True
43,39,17,False,False,True,True
107,184,15,True,True,True,True
16,127,15,True,True,True,True
41,2,17,False,False,True,True
129,44,10,True,False,True,False
93,79,3,True,True,True,True
188,171,18,True,True,True,True
147,109,6,True,True,False,True
36,190,3,False,True,False,True
82,137,9,True,True,True,True
148,194,2,True,True,False,True
59,96,9,False,True,True,False
195,23,1,True,False,False,True
188,88,2,True,True,False,True
98,105,19,True,True,True,True
156,117,18,True,True,True,True
44,145,10,True,True,True,True
45,113,7,False,True,True,True
109,2,10,True,False,True,True
159,163,11,True,True,True,True
191,137,0,True,True,False,True
5,104,13,False,True,True,True
164,91,5,True,True,False,False
158,17,10,True,False,True,True
107,165,6,True,True,False,True
7,124,19,False,True,True,True
95,24,7,True,True,True,True
24,110,0,False,True,False,True
150,22,6,True,True,True,True
85,200,13,True,True,True,True
11,154,12,False,True,True,True
184,134,4,True,True,True,True
57,112,2,True,True,False,True
133,118,1,True,True,False,True
180,189,10,True,True,True,True
97,189,0,True,True,False,True
112,66,5,True,True,True,True
91,123,20,True,True,True,True
5,184,5,False,True,False,False
171,37,0,True,False,False,True
106,192,7,True,True,True,True
163,161,12,True,True,True,True
31,100,17,False,True,True,True
135,3,16,True,False,True,True
126,23,16,True,False,True,False
181,163,5,True,True,False,True
6,129,3,False,True,False,True
34,183,13,True,True,True,True
71,182,2,True,True,False,True
51,83,8,False,True,True,True
14,13,7,False,False,True,True
29,146,20,False,True,True,True
114,9,9,True,False,True,False
83,27,7,True,False,True,True
21,104,15,False,True,True,True
89,73,8,True,True,True,True
121,92,2,True,True,False,False
17,86,14,False,True,True,False
12,197,8,False,True,True,True
75,100,18,True,True,True,True
135,161,1,True,True,False,True
32,151,9,False,True,True,True
97,0,5,True,False,True,True
178,173,14,True,True,True,True
149,46,0,True,True,False,False
139,35,15,True,False,True,True
134,153,9,True,True,True,True
16,81,14,False,True,True,False
57,63,5,False,True,False,True
177,185,3,True,True,True,True
155,147,17,True,True,True,True
162,73,5,True,True,False,True
188,173,15,True,True,True,True
23,19,20,True,False,True,True
160,104,8,True,True,True,True
184,63,0,True,True,False,True
77,153,14,True,True,True,True
98,194,10,True,True,True,True
169,3,5,True,False,False,True
151,140,17,True,True,True,True
88,24,9,True,False,True,True
22,83,13,False,True,True,True
92,2,9,True,False,True,True
138,4,4,True,False,False,True
104,140,16,True,True,True,True
4,18,0,False,False,False,False
72,75,11,True,True,True,True
137,36,18,True,False,True,True
128,81,8,True,True,True,True
198,33,15,True,False,True,False
151,130,13,True,True,True,True
165,165,18,True,True,True,True
159,47,12,True,False,True,False
54,144,7,True,True,True,True
132,121,8,True,True,True,True
180,24,17,True,True,True,True
161,99,5,True,True,False,True
132,193,14,True,True,True,True
87,52,15,True,True,True,True
95,189,18,True,True,True,True
98,95,1,True,True,False,True
41,185,20,False,True,True,True
131,4,14,True,False,True,True
161,8,15,True,False,True,True
146,28,6,True,False,True,True
142,33,15,True,True,True,True
188,15,9,True,True,True,True
169,37,17,True,True,True,True
185,61,12,True,True,True,True
68,2,1,True,False,True,True
35,59,20,False,True,True,True
50,186,13,False,True,True,True
17,49,10,False,True,True,True
137,167,5,True,True,False,True
132,71,8,True,True,True,True
13,152,1,False,True,False,True
177,90,7,True,True,True,True
160,83,17,True,True,True,True
44,110,0,False,True,False,True
145,124,7,True,True,True,True
99,183,18,True,True,True,True
164,99,6,True,True,False,True
200,34,11,True,False,True,False
155,34,13,True,False,True,True
91,55,10,True,True,True,True
104,155,5,True,True,True,True
90,49,17,True,True,True,True
34,4,20,False,False,True,False
198,181,10,True,True,True,True
169,174,17,True,True,True,True
4,53,20,False,True,True,True
7,152,9,False,True,True,True
140,138,13,True,True,True,True
63,136,10,True,True,True,True
1,111,6,False,True,True,True
42,184,20,False,True,True,True
43,148,0,False,True,False,True
13,140,20,False,True,True,True
137,117,10,True,True,True,True
167,141,6,True,True,False,True
59,183,11,True,True,True,True
119,2,14,True,False,True,True
133,119,19,True,True,True,True
149,166,20,True,True,True,True
56,140,19,True,True,True,True
15,141,16,False,True,True,True
24,100,6,True,True,True,True
125,169,5,True,True,False,True
200,130,0,True,True,False,True
181,70,10,True,True,True,True
28,41,7,True,False,True,True
48,88,17,False,True,True,False
80,22,13,True,False,True,False
39,131,1,False,True,False,True
135,115,14,True,True,True,True
74,15,1,True,False,False,True
180,87,0,True,True,False,True
20,112,17,True,True,True,True
50,70,17,False,True,True,True
146,174,20,True,True,True,True
185,167,9,True,True,True,True
35,142,17,False,True,True,True
127,94,8,True,True,True,True
32,170,20,True,True,True,True
111,32,17,True,False,True,False
75,3,18,True,False,True,True
140,190,20,True,True,True,True
95,32,4,True,False,False,True
1,171,0,False,True,False,True
76,55,4,True,True,True,True
121,145,0,True,True,False,True
197,27,1,True,False,False,True
5,94,20,False,True,True,True
67,112,9,True,True,False,True
138,67,2,True,True,False,True
5,104,6,False,True,False,True
176,21,13,True,False,True,False
136,91,8,True,True,True,True
34,0,1,False,False,False,False
67,198,14,True,True,True,True
59,38,10,True,False,True,True
59,42,11,False,False,True,True
88,98,15,True,True,True,True
174,91,8,True,True,True,True
96,37,12,True,False,True,True
53,62,16,False,True,True,False
75,172,19,True,True,True,True
145,106,10,True,True,True,True
50,144,7,False,True,False,True
155,56,1,True,True,False,True
90,79,18,True,True,True,True
126,92,11,True,True,True,True
161,128,1,True,True,False,False
169,102,13,True,True,True,True
9,6,7,False,False,True,True
184,77,15,True,True,True,True
1,111,3,False,True,False,True
7,90,11,False,True,True,True
6,55,4,False,True,False,True
1,124,17,False,True,True,True
34,115,14,False,True,True,False
110,69,7,True,True,True,True
197,113,12,True,True,True,True
35,18,9,False,False,True,False
186,36,20,True,True,True,True
135,174,15,True,True,True,True
50,40,14,False,True,True,False
115,82,20,True,True,True,True
66,123,1,True,True,False,True
113,47,10,True,False,True,False
7,75,20,False,True,True,False
59,69,20,False,True,True,False
97,16,20,True,True,True,True
82,33,2,True,False,False,True
72,120,6,True,True,False,False
15,178,19,False,True,True,True
90,21,13,True,False,True,True
123,48,15,True,True,True,True
147,152,5,True,True,False,True
62,148,18,True,True,True,True
53,131,18,False,True,True,True
42,140,3,False,True,True,True
193,63,20,True,True,True,True
138,161,0,True,True,False,True
179,105,18,True,True,True,True
75,99,0,True,True,False,True
178,134,3,True,True,False,True
74,20,19,True,False,True,True
164,131,2,True,True,False,False
19,65,3,False,True,False,False
55,2,8,True,False,True,True
90,98,2,True,True,False,True
104,155,12,True,True,True,True
23,38,10,False,False,True,True
191,30,13,True,False,True,True
181,146,3,True,True,False,True
46,133,16,True,True,True,True
72,71,18,True,True,True,True
65,172,16,True,True,True,True
175,46,17,True,False,True,True
68,47,11,True,False,True,False
101,88,2,True,True,False,True
185,3,19,True,False,True,True
7,24,11,False,False,True,True
150,96,16,True,True,True,True
101,137,4,True,True,True,True
46,187,20,False,True,True,True
103,26,15,True,False,True,True
152,97,1,True,True,False,True
144,156,0,True,True,False,True
3,15,9,False,False,True,False
118,99,17,True,True,True,True
0,4,11,False,False,True,True
5,183,0,False,True,False,False
178,6,4,True,False,False,True
144,41,4,True,True,False,True
26,183,11,False,True,True,True
195,112,9,True,True,True,True
4,52,9,False,True,True,True
125,22,8,True,True,True,True
64,62,12,True,True,True,True
167,91,2,True,True,False,True
141,83,2,True,True,False,True
124,172,10,True,True,True,True
124,32,13,True,False,True,True
127,18,6,True,False,True,True
18,100,11,True,True,True,True
12,40,0,False,False,False,False
142,194,3,True,True,False,True
39,9,18,False,False,True,True
74,175,14,True,True,True,True
187,145,1,True,True,False,False
94,62,16,True,True,True,True
24,198,8,False,True,True,True
143,59,13,True,True,True,True
131,113,13,True,True,True,True
6,180,16,False,True,True,True
13,174,12,False,True,True,True
52,200,10,False,True,True,True
45,14,9,False,False,True,False
96,135,13,True,True,True,True
56,83,15,True,True,True,True
34,91,11,False,True,True,True
97,58,20,True,True,True,True
184,33,16,True,True,True,True
152,124,8,True,True,True,True
59,61,2,False,True,False,True
174,158,5,True,True,True,True
12,128,1,False,True,True,False
187,200,13,True,True,True,True
12,97,12,False,True,True,True
70,155,3,True,True,False,True
131,92,9,True,True,True,True
35,18,20,False,False,True,False
148,40,8,True,False,True,True
149,183,20,True,True,True,True
101,60,4,True,True,True,True
28,186,11,False,True,True,True
132,185,2,True,True,False,False
159,55,15,True,True,True,True
53,128,13,False,True,True,True
66,102,8,True,True,True,True
84,128,0,True,True,False,False
2,186,7,False,True,True,True
119,52,12,True,True,True,True
63,116,3,True,True,False,True
200,178,6,True,True,False,True
118,105,1,True,True,False,False
89,35,0,True,False,False,True
82,145,10,True,True,True,True
173,106,3,True,True,False,True
67,178,19,True,True,True,True
152,87,17,True,True,True,True
63,11,19,True,False,True,True
75,116,0,True,True,False,True
11,56,2,False,True,False,True
159,200,10,True,True,True,True
9,71,2,False,True,False,True
149,187,7,True,True,False,True
165,13,17,True,False,True,True
81,198,15,True,True,True,True
45,46,12,False,True,True,True
88,94,16,True,True,True,True
14,85,2,False,True,False,True
47,149,19,False,True,True,True
64,92,19,True,True,True,True
84,184,14,True,True,True,True
61,169,7,True,True,True,True
106,151,9,True,True,True,True
166,0,8,True,False,True,True
154,107,3,True,True,False,False
162,146,16,True,True,True,True
29,101,6,False,True,True,True
115,128,19,True,True,True,True
59,175,15,False,True,True,True
132,142,10,True,True,True,True
110,197,8,True,True,True,True
1,200,16,False,True,True,True
12,186,19,True,True,True,True
42,176,19,False,True,True,True
42,36,19,True,False,True,True
34,26,16,True,False,True,False
125,109,0,True,True,False,True
199,57,19,True,True,True,True
69,96,3,True,True,False,True
3,107,10,False,True,True,True
181,55,2,True,True,True,True
73,36,6,True,True,False,False
55,141,11,False,True,True,False
82,108,11,True,True,True,True
57,113,0,True,True,False,True
184,118,20,True,True,True,True
166,134,1,True,True,False,True
113,180,1,True,True,False,True
5,189,10,False,True,True,True
79,65,4,True,True,True,True
31,5,5,True,False,True,True
58,132,17,False,True,True,False
162,52,14,True,True,True,True
16,81,7,False,True,True,True
11,66,7,False,True,True,False
137,44,4,True,False,True,True
128,196,12,True,True,True,True
1,56,2,False,True,False,True
81,17,17,True,False,True,True
55,46,20,False,True,True,True
89,119,14,True,True,True,True
72,68,16,True,True,True,True
177,165,11,True,True,True,True
173,126,12,True,True,True,True
121,127,14,True,True,True,True
22,115,1,False,True,True,True
93,134,12,True,True,True,True
113,191,10,True,True,True,True
14,55,17,False,True,True,True
75,98,9,True,True,True,True
20,122,7,True,True,True,True
49,152,19,False,True,True,True
46,107,0,True,True,False,True
64,167,12,True,True,True,True
124,153,3,True,True,False,True
93,101,2,True,True,False,True
135,138,0,True,True,False,True
113,111,17,True,True,True,True
167,194,7,True,True,True,True
21,92,18,False,True,True,False
158,147,15,True,True,True,True
23,170,12,True,True,True,True
70,125,11,True,True,True,True
185,8,14,True,False,True,True
149,81,0,True,True,False,True
16,49,6,False,True,True,True
170,15,19,True,False,True,True
30,75,16,False,True,True,False
97,28,11,True,False,True,False
10,20,18,False,False,True,True
17,34,12,False,True,True,True
84,120,14,True,True,True,True
82,67,5,True,True,False,True
4,178,15,False,True,True,True
38,128,10,False,True,True,True
121,48,8,True,True,True,True
140,63,7,True,True,True,True
92,186,20,True,True,True,True
85,55,16,True,True,True,True
132,7,4,True,False,False,True
55,35,12,True,False,True,True
197,189,12,True,True,True,True
178,181,17,True,True,True,True
15,139,15,False,True,True,True
91,75,0,True,True,False,True
54,103,19,True,True,True,True
92,102,0,True,True,False,True
78,3,8,True,False,True,True
144,166,17,True,True,True,True
6,166,10,False,True,True,True
191,2,6,True,True,True,True
137,120,15,True,True,True,True
151,89,0,True,True,False,True
118,194,15,True,True,True,True
103,74,18,True,True,True,True
83,156,13,True,True,True,True
46,20,3,False,False,False,False
189,8,15,True,False,True,False
80,159,5,True,True,True,True
13,35,6,False,True,True,True
67,42,13,True,False,True,True
122,46,19,True,False,True,True
13,123,2,True,True,True,True
180,33,19,True,False,True,True
39,174,6,True,True,False,False
67,56,19,True,True,True,True
4,133,17,False,True,True,True
17,69,13,False,True,True,True
129,73,12,True,True,True,True
55,106,12,True,True,True,True
111,26,11,True,False,True,True
2,99,20,False,True,True,True
167,60,19,True,True,True,True
158,48,7,True,False,True,False
81,30,3,True,False,False,True
153,17,18,True,False,True,False
120,65,17,True,True,True,True
90,32,10,True,True,True,True
150,42,10,True,True,True,True
193,130,9,True,True,True,True
1,135,0,False,True,False,False
186,90,0,True,True,False,False
197,83,15,True,True,True,True
104,156,1,True,True,False,True
40,173,5,False,True,False,True
31,55,12,False,True,True,True
101,7,20,True,True,True,True
195,151,18,True,True,True,True
15,46,6,False,True,False,False
171,186,16,True,True,True,True
108,4,0,True,False,False,True
173,100,6,True,True,False,True
78,101,8,True,True,True,True
176,95,7,True,True,True,True
64,16,14,True,False,True,True
87,135,8,True,True,True,True
57,126,18,False,True,True,True
15,76,11,True,True,True,True
111,94,4,True,True,True,True
67,150,12,True,True,True,True
21,150,6,False,True,True,True
136,112,10,True,True,True,True
111,75,12,True,True,True,True
148,155,0,True,True,False,True
142,53,10,True,True,True,True
9,60,19,False,True,True,False
152,116,17,True,True,True,True
46,21,8,False,True,True,False
97,112,2,True,True,False,True
114,106,10,True,True,True,True
78,151,10,True,True,True,True
104,119,20,True,True,True,True
115,170,13,True,True,True,True
156,91,14,True,True,True,True
67,71,5,True,True,False,True
176,95,12,True,True,True,True
57,200,6,True,True,False,True
197,84,7,True,True,True,True
165,199,20,True,True,True,True
58,23,10,True,False,True,True
153,152,15,True,True,True,True
95,109,17,True,True,True,True
56,57,11,True,True,True,True
164,61,8,True,True,True,True
46,20,4,False,False,True,True
96,41,16,True,True,True,True
50,82,8,False,True,True,True
24,52,6,True,False,True,True
154,28,13,True,True,True,True
154,127,18,True,True,True,True
29,58,8,False,True,True,True
139,187,5,True,True,False,False
51,9,19,False,False,True,True
16,195,8,False,True,False,False
182,143,3,True,True,False,True
101,41,2,True,True,False,True
105,84,5,True,True,True,True
142,66,4,True,True,False,True
39,86,8,False,True,True,True
105,153,0,True,True,False,True
11,83,5,False,True,False,True
127,166,7,True,True,True,True
173,197,19,True,True,True,True
23,186,14,True,True,True,True
54,181,7,False,True,True,True
124,132,0,True,True,False,True
61,4,12,True,False,True,True
137,128,13,True,True,True,True
15,63,15,True,True,True,True
141,80,7,True,True,True,True
133,81,2,True,True,False,True
134,108,2,True,True,False,False
71,133,1,True,True,False,True
17,124,15,True,True,True,True
77,76,15,True,True,True,True
122,79,3,True,True,False,False
105,143,9,True,True,True,True
51,178,11,False,True,True,True
138,46,6,True,False,True,True
66,123,18,True,True,True,True
163,196,5,True,True,True,True
75,175,18,True,True,True,True
15,112,16,False,True,True,True
74,94,4,True,True,True,True
46,99,8,True,True,True,True
6,198,13,False,True,True,True
101,134,0,True,True,False,True
194,142,0,True,True,False,True
41,75,14,True,True,True,True
37,74,5,False,True,False,True
103,84,14,True,True,True,True
136,125,13,True,True,True,True
81,178,16,True,True,True,True
